id;Name;SMILE;Taste;Reference;Note
2803;asp_73;CC(C)CC(=O)OCCNC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2804;asp_74;CC(=O)OCC(C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2805;asp_75;CCC(=O)OCC(C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2806;asp_76;C=CC(=O)OCC(C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2807;asp_77;CCCC(=O)OCC(C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2808;asp_78;CC(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2809;asp_79;C=C(C)C(=O)OCC(C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2810;asp_8;CC(CC1CCCCC1)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2811;asp_80;CC(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2812;asp_81;CCCCC(=O)OCC(C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2813;asp_82;CCC(C)C(=O)OCC(C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2814;asp_83;CC(C)CC(=O)OCC(C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2815;asp_84;CC(COC(=O)C(C)(C)C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2816;asp_85;CC(COC(=O)C1CC1C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2817;asp_86;CC(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2818;asp_87;CCC(CC)C(=O)OCC(C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2819;asp_88;CC(COC(=O)C1CCC1C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2820;asp_89;CC(COC(=O)C1CCCC1)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2821;asp_9;CCCCC(C)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2822;asp_90;CC(=O)OCC(CO)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2823;asp_91;CCC(=O)OCC(CO)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2824;asp_92;NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CC1;Sweet;SweetenersDB;none
2825;asp_93;CC(C)C(=O)OCC(CO)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2826;asp_94;CCCC(=O)OCC(CO)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2827;asp_95;NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CCC1;Sweet;SweetenersDB;none
2828;asp_96;CC(C)CC(=O)OCC(CO)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2829;asp_97;CCC(C)C(=O)OCC(CO)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2830;asp_98;NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CCCC1;Sweet;SweetenersDB;none
2831;asp_99;CCC(COC(C)=O)NC(=O)C(N)CC(=O)O;Sweet;SweetenersDB;none
2832;aspartame;COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O;Sweet;SweetenersDB;none
2833;baiyunoside;CC1=C(CCc2ccoc2)[C@]2(C)CCC(O[C@@H]3OC(CO)C(O)C(O)C3O[C@@H]3OCC(O)C(O)C3O)C(C)(C)[C@H]2CC1;Sweet;SweetenersDB;none
2834;bernardame;Cc1cccc(CN/C(=N\c2ccc(C#N)cc2)NCC(=O)O)c1;Sweet;SweetenersDB;none
2835;beta-D-Fructopyranose;OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O;Sweet;SweetenersDB;none
2836;beta-D-Galactopyranose;OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O;Sweet;SweetenersDB;none
2837;beta-D-Glucopyranose;OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O;Sweet;SweetenersDB;none
2838;beta-D-Ribopyranose;OC1OC[C@@H](O)[C@@H](O)[C@H]1O;Sweet;SweetenersDB;none
2839;beta-D-Xylofuranose;OC[C@H]1O[C@@H](O)[C@H](O)[C@H]1O;Sweet;SweetenersDB;none
2840;beta-L-Fucopyranose;C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O;Sweet;SweetenersDB;none
2841;carrelame;O=C(O)C/N=C(/Nc1cc(Cl)cc(Cl)c1)NC(c1ccccc1)c1ccccc1;Sweet;SweetenersDB;none
2842;cyclamate;O=S(=O)(O)NC1CCCCC1;Sweet;SweetenersDB;none
2843;cyclocarioside_A;CC(=O)OCC1OC(OC2CC[C@@]3(C)C(CC[C@]4(C)C3CC(OC3OC(C)C(O)C(O)C3O)C3C([C@@]5(C)CCC(C(C)(C)O)O5)CC[C@@]34C)C2(C)C)C(O)C1O;Sweet;SweetenersDB;none
2844;D-tagatose;O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO;Sweet;SweetenersDB;none
2845;dulcin;CCOc1ccc(NC(N)=O)cc1;Sweet;SweetenersDB;none
2846;dulcoside_A;C=C1C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(=O)OC4OC(CO)C(O)C(O)C4O)C2CC[C@@]1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3;Sweet;SweetenersDB;none
2847;fructose;O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO;Sweet;SweetenersDB;none
2848;fucose;CC(O)C(O)C(O)C(O)C=O;Sweet;SweetenersDB;none
2849;galactitol;OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO;Sweet;SweetenersDB;none
2850;galactose;O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO;Sweet;SweetenersDB;none
2851;gaudichaudioside_A;C/C(=C\CO)CCC1=C(C=O)CC(OC2OCC(O)C(O)C2O)C2[C@@](C)(CO)CCC[C@@]12C;Sweet;SweetenersDB;none
2852;glucose;O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;Sweet;SweetenersDB;none
2853;glycerol;OCC(O)CO;Sweet;SweetenersDB;none
2854;glycyrrhizin;CC1(C)C(O[C@@H]2OC(C(=O)O)C(O)C(O)C2O[C@@H]2OC(C(=O)O)C(O)C(O)C2O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@@]3(C)CC[C@@]21C;Sweet;SweetenersDB;none
2855;glycyrrhizinate_2;CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2C[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C;Sweet;SweetenersDB;none
2856;glycyrrhizinate_3;CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C;Sweet;SweetenersDB;none
2857;hematoxylin;Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2;Sweet;SweetenersDB;none
2858;hernandulcin;CC(C)=CCC[C@](C)(O)[C@@H]1CCC(C)=CC1=O;Sweet;SweetenersDB;none
2859;hesperinin_glucoside_DHC;COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3O)cc2O)cc1O;Sweet;SweetenersDB;none
2860;homoeohesperidin_DHC;CCOc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3O[C@H]3OC(C)C(O)C(O)C3O)cc2O)cc1O;Sweet;SweetenersDB;none
2861;isomalt;OCC(O)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O;Sweet;SweetenersDB;none
2862;isomaltulose;OC[C@H]1O[C@H](OC[C@H]2OC(O)(CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;Sweet;SweetenersDB;none
2863;isomogroside_V;C[C@H](CCC(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5OC(CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;Sweet;SweetenersDB;none
2864;isovanillic_1;COc1ccc(C2COc3ccccc3C2)cc1O;Sweet;SweetenersDB;none
2865;isovanillic_10;COc1ccc(C2CCc3ccccc3S2)cc1O;Sweet;SweetenersDB;none
2866;isovanillic_11;COc1ccc(C2SCc3ccccc3S2)cc1O;Sweet;SweetenersDB;none
2867;isovanillic_12;COc1ccc(C2CSc3ccccc3S2)cc1O;Sweet;SweetenersDB;none
2868;isovanillic_13;COc1ccc(C2Oc3cc(O)cc(O)c3C(=O)C2OC(C)=O)cc1O;Sweet;SweetenersDB;none
2869;isovanillic_15;Oc1ccc(C2OCc3ccccc3S2)cc1O;Sweet;SweetenersDB;none
2870;isovanillic_16;Oc1cccc(C2OCc3ccccc3S2)c1;Sweet;SweetenersDB;none
2871;isovanillic_17;COc1ccc(C2CS(=O)(=O)c3ccccc3O2)cc1O;Sweet;SweetenersDB;none
2872;isovanillic_18;COc1ccc(C(O)Oc2ccccc2)cc1O;Sweet;SweetenersDB;none
2873;isovanillic_19;COc1ccc(C2CSc3cc(O)ccc3O2)cc1O;Sweet;SweetenersDB;none
2874;isovanillic_2;COc1ccc(C2Cc3ccccc3CO2)cc1O;Sweet;SweetenersDB;none
2875;isovanillic_20;COc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1O;Sweet;SweetenersDB;none
2876;isovanillic_21;COc1ccc(CCC(=O)c2cccc(C(=O)O)c2)cc1O;Sweet;SweetenersDB;none
2877;isovanillic_22;COc1ccc(C2Sc3ccccc3S2)cc1O;Sweet;SweetenersDB;none
2878;isovanillic_23;COc1ccc(C2Oc3ccccc3S2)cc1O;Sweet;SweetenersDB;none
2879;isovanillic_24;Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OC[C@@]1(O)O2;Sweet;SweetenersDB;none
2880;isovanillic_25;COc1ccc2c(c1)O[C@]1(O)COc3ccccc3C21;Sweet;SweetenersDB;none
2881;isovanillic_26;COc1cc2c(cc1O)C1CC[C@]3(C)CCCC3C1CC2;Sweet;SweetenersDB;none
2882;isovanillic_3;COc1ccc(C2CCc3ccccc3O2)cc1O;Sweet;SweetenersDB;none
2883;isovanillic_4;COc1ccc(C2COc3ccccc3O2)cc1O;Sweet;SweetenersDB;none
2884;isovanillic_6;COc1ccc(C2Oc3ccccc3CS2)cc1O;Sweet;SweetenersDB;none
2885;isovanillic_7;COc1ccc(C2CSc3ccccc3O2)cc1O;Sweet;SweetenersDB;none
2886;isovanillic_9;COc1ccc(C2COc3ccccc3S2)cc1O;Sweet;SweetenersDB;none
2887;kojibiose;OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;Sweet;SweetenersDB;none
2888;lactitol;OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO;Sweet;SweetenersDB;none
2889;lactose;OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O;Sweet;SweetenersDB;none
2890;lactulose;OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O;Sweet;SweetenersDB;none
2891;lactulosucrose;OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;Sweet;SweetenersDB;none
2892;leucrose;OC[C@H]1O[C@H](O[C@@H]2CO[C@](O)(CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;Sweet;SweetenersDB;none
2893;liquiritin;O=C1CC(c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)Oc2cc(O)ccc21;Sweet;SweetenersDB;none
2894;lugduname;N#Cc1ccc(N/C(=N/Cc2cccc3c2OCO3)NCC(=O)O)cc1;Sweet;SweetenersDB;none
2895;maltitol;OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO;Sweet;SweetenersDB;none
2896;maltose;OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;Sweet;SweetenersDB;none
2897;maltulose;OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@](O)(CO)OC[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;Sweet;SweetenersDB;none
2898;mannitol;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;Sweet;SweetenersDB;none
2899;mannose;OCC1OC(O)C(O)C(O)C1O;Sweet;SweetenersDB;none
2900;meso-erythritol;OC[C@H](O)[C@H](O)CO;Sweet;SweetenersDB;none
2901;mogroside_II;CC(CCC(OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@H](CCC(O[C@H]5OC(CO)C(O)C(O)C5O)C4(C)C)[C@]3(C)C(O)C[C@@]12C;Sweet;SweetenersDB;none
2902;mogroside_IV;CC(CC[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;Sweet;SweetenersDB;none
2903;mogroside_V;C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;Sweet;SweetenersDB;none
2904;monatine;N[C@@H](C[C@@](O)(CC1=NCc2ccccc21)C(=O)O)C(=O)O;Sweet;SweetenersDB;none
2905;N-Acetyl-D-glucosamine;CC(=O)NC(C=O)C(O)C(O)C(O)CO;Sweet;SweetenersDB;none
2906;naringin_DHC;CC1OC(OC2C(Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)OC(CO)C(O)C2O)C(O)C(O)C1O;Sweet;SweetenersDB;none
2907;neoeriocitrin_DHC;CC1O[C@H](OC2C(Oc3cc(O)c(C(=O)CCc4ccc(O)c(O)c4)c(O)c3)OC(CO)C(O)C2O)C(O)C(O)C1O;Sweet;SweetenersDB;none
2908;neohesperidin_DHC;COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3O[C@H]3OC(C)C(O)C(O)C3O)cc2O)cc1O;Sweet;SweetenersDB;none
2909;neotame;COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NCCC(C)(C)C;Sweet;SweetenersDB;none
2910;osladin;CC1CCC(C(C)C2CCC3C4CC(=O)C5CC(OC6OC(CO)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)CC[C@]5(C)C4CC[C@@]23C)OC1OC1OC(C)C(O)C(O)C1O;Sweet;SweetenersDB;none
2911;P4000;CCCOc1ccc([N+](=O)[O-])cc1N;Sweet;SweetenersDB;none
2912;Periandrin_I;CC1(C)C(O[C@@H]2OC(C(=O)O)C(O)C(O)C2O[C@@H]2OC(C(=O)O)C(O)C(O)C2O)CC[C@@]2(C=O)[C@H]1CC[C@@]1(C)[C@@H]2CC[C@@H]2C3=C[C@@](C)(C(=O)O)CC[C@@]3(C)CC[C@@]21C;Sweet;SweetenersDB;none
2913;Periandrin_II;CC1(C)C(O[C@@H]2OC(C(=O)O)C(O)C(O)C2O[C@@H]2OC(C(=O)O)C(O)C(O)C2O)CC[C@@]2(C=O)[C@H]1CC[C@@]1(C)[C@@H]2CC=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@@]3(C)CC[C@@]21C;Sweet;SweetenersDB;none
2914;Periandrin_III;CC1(C)C(OC2OC(C(=O)O)C(O)C(O)C2OC2OC(C(=O)O)C(O)C(O)C2O)CC[C@@]2(CO)C1CC[C@]1(C)C2CCC2C3=C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@@]21C;Sweet;SweetenersDB;none
2915;Periandrin_IV;CC1(C)C(OC2OC(C(=O)O)C(O)C(O)C2OC2OC(C(=O)O)C(O)C(O)C2O)CC[C@@]2(CO)C1CC[C@]1(C)C2CC=C2C3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@@]21C;Sweet;SweetenersDB;none
2916;perillaldehyde;C=C(C)C1CC=C(C=O)CC1;Sweet;SweetenersDB;none
2917;perrilartine;C=C(C)C1CC=C(/C=N/O)CC1;Sweet;SweetenersDB;none
2918;phyllodulcin_1;COc1ccc(C2Cc3cccc(O)c3C(=O)O2)cc1O;Sweet;SweetenersDB;none
2919;phyllodulcin_11;COc1ccc(NCc2ccccc2)cc1O;Sweet;SweetenersDB;none
2920;phyllodulcin_2;COc1ccc(C2Cc3ccccc3C(=O)O2)cc1O;Sweet;SweetenersDB;none
2921;phyllodulcin_4;COc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O;Sweet;SweetenersDB;none
2922;phyllodulcin_5;CCOc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O;Sweet;SweetenersDB;none
2923;phyllodulcin_6;COc1ccc(C2OC(=O)c3ccccc3O2)cc1O;Sweet;SweetenersDB;none
2924;phyllodulcin_7;COc1ccc(C2OC(=O)c3ccccc3S2)cc1O;Sweet;SweetenersDB;none
2925;phyllodulcin_8;COc1ccc(CCc2ccccc2)cc1O;Sweet;SweetenersDB;none
2926;polypodoside_A;CC1CC[C@H](C(C)[C@H]2CC[C@@H]3C4=CC(=O)[C@H]5CC(O[C@H]6OC(CO)C(O)C(O)C6O[C@H]6OC(C)C(O)C(O)C6O)CC[C@]5(C)[C@@H]4CC[C@]32C)OC1O[C@H]1OC(C)C(O)C(O)C1O;Sweet;SweetenersDB;none
2927;prunin_DHC;O=C(CCc1ccc(O)cc1)c1c(O)cc(OC2OC(CO)C(O)C(O)C2O)cc1O;Sweet;SweetenersDB;none
2928;psicose;OC[C@]1(O)OCC(O)C(O)C1O;Sweet;SweetenersDB;none
2929;pterocaryoside_A;C=C(C)C1CC[C@]2(C)[C@H](CC(O[C@@H]3OC(C)C(O)C(O)C3O)[C@H]3[C@H]([C@](C)(O)C/C=C/C(C)(C)O)CC[C@]32C)[C@]1(C)CCC(=O)O;Sweet;SweetenersDB;none
2930;pterocaryoside_B;C=C(C)C1CC[C@]2(C)[C@@H](CC(O[C@@H]3OCC(O)C(O)C3O)[C@H]3[C@@H]([C@@](C)(O)C/C=C/C(C)(C)O)CC[C@@]32C)[C@]1(C)CCC(=O)O;Sweet;SweetenersDB;none
2931;raffinose;OCC1OC(OCC2OC(O[C@]3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O;Sweet;SweetenersDB;none
2932;rebaudioside_A;C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3;Sweet;SweetenersDB;none
2933;rebaudioside_B;C=C1C[C@]23CC[C@@H]4[C@@](C)(C(=O)O)CCC[C@@]4(C)[C@H]2CC[C@]1(O[C@@H]1OC(CO)C(O)C(O[C@H]2OC(CO)C(O)C(O)C2O)C1O[C@H]1OC(CO)C(O)C(O)C1O)C3;Sweet;SweetenersDB;none
2934;rebaudioside_C;C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C3;Sweet;SweetenersDB;none
2935;rebaudioside_D;C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3;Sweet;SweetenersDB;none
2936;rebaudioside_E;C=C1C[C@@]23CCC4[C@@](C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCC[C@@]4(C)C2CC[C@]1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3;Sweet;SweetenersDB;none
2937;rebaudioside_F;C=C1C[C@]23CC[C@H]4[C](C(=O)OC5OC(CO)C(O)C(O)C5O)CCC[C@@]4(C)[C@@H]2CC[C@@]1(O[C@H]1OC(CO)C(O)C(O[C@H]2OC(CO)C(O)C(O)C2O)C1O[C@H]1OCC(O)C(O)C1O)C3;Sweet;SweetenersDB;none
2938;rhamnose;CC1OC(O)C(O)C(O)C1O;Sweet;SweetenersDB;none
2939;ribose;O=C[C@H](O)[C@H](O)[C@H](O)CO;Sweet;SweetenersDB;none
2940;rubusoside;C=C1C[C@@]23CC[C@H]4[C@@](C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC[C@@]4(C)[C@@H]2CC[C@@]1(O[C@@H]1OC(CO)C(O)C(O)C1O)C3;Sweet;SweetenersDB;none
2941;saccharin;O=C1NS(=O)(=O)c2ccccc21;Sweet;SweetenersDB;none
2942;selligueain_A;Oc1ccc(C2Oc3c(c(O)cc(O)c3C3c4c(O)cc5c(c4OC(c4ccc(O)cc4)C3O)[C@@H]3c4c(O)cc(O)cc4O[C@@](c4ccc(O)cc4)(O5)[C@H]3O)CC2O)cc1;Sweet;SweetenersDB;none
2943;siamenoside_I;C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;Sweet;SweetenersDB;none
2944;sorbitol;OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;Sweet;SweetenersDB;none
2945;sorbose;O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO;Sweet;SweetenersDB;none
2946;stachyose;OCC1OC(OCC2OC(OCC3OC(O[C@]4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O;Sweet;SweetenersDB;none
2947;steviolbioside;C=C1C[C@]23CC[C@@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@]1(O[C@H]1OC(CO)C(O)C(O)C1O[C@@H]1OC(CO)C(O)C(O)C1O)C3;Sweet;SweetenersDB;none
2948;stevioside;C=C1C[C@@]23CC[C@H]4[C@@](C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC[C@@]4(C)[C@H]2CC[C@@]1(O[C@@H]1OC(CO)C(O)C(O)C1O[C@H]1OC(CO)C(O)C(O)C1O)C3;Sweet;SweetenersDB;none
2949;sucralose;OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl;Sweet;SweetenersDB;none
2950;sucrononic_acid;N#Cc1ccc(/N=C(\NCC(=O)O)NC2CCCCCCCC2)cc1;Sweet;SweetenersDB;none
2951;sucrose;OCC1OC(O[C@]2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O;Sweet;SweetenersDB;none
2952;suosan;O=C(O)CCNC(=O)Nc1ccc([N+](=O)[O-])cc1;Sweet;SweetenersDB;none
2953;superaspartame;COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1;Sweet;SweetenersDB;none
2954;taxifolin_3-acetate;CC(=O)OC1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1;Sweet;SweetenersDB;none
2955;telosmoside_A15;CC[C@@H](C)C(=O)O[C@@H](C)[C@]1(O)CC[C@]2(O)[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5C[C@H](O)[C@H](O[C@H]6C[C@H](OC)[C@H](O[C@H]7C[C@@H](OC)[C@H](O[C@H]8C[C@@H](OC)[C@H](O[C@@H]9O[C@H](C)[C@@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@H](OC)[C@H]9O)[C@@H](C)O8)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)CC[C@]4(C)[C@H]3C[C@@H](OC(C)=O)[C@]12C;Sweet;SweetenersDB;none
2956;trans-anethole;C/C=C/c1ccc(OC)cc1;Sweet;SweetenersDB;none
2957;trans-cinnamaldehyde;O=C/C=C/c1ccccc1;Sweet;SweetenersDB;none
2958;trehalose;OCC1OC(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O;Sweet;SweetenersDB;none
2959;trehalulose;O=C(CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](O)[C@H](O)[C@H](O)CO;Sweet;SweetenersDB;none
2960;tryptophan;NC(Cc1c[nH]c2ccccc12)C(=O)O;Sweet;SweetenersDB;none
